content,score
"SARAN. Agar disediakan paket premium untuk 1 minggu / 1 hari, karena saya sebagai pelajar sangat kesulitan untuk membeli premium 2 bulan.",3
"Kok pas meditasi cuma seri 1 yang bisa, seri ke dua dan yang lainya gk kebuka?? Apakah harus bayar??",3
Tolong sertakan fitur LANDSCAPE dong soalnya susah dipake di tablet. Ditunggu ya update nya.,3
"Dulu riliv keren, sangat membantu dan ada fitur komentarin post orng, sekarang gara2 ada fitur berbayar jdi gk sreg lgi,min ada trial kek berapa hari gratis.. kalau byar mah mending nyamperin psikolognya aja sklian... sorry uninstal, cari app curhat online yg lain lagi.. bukanga terbantu malah makin bingung",3
"Tambahin juga ya min kayak kita bercerita di publik gitu, dan nanti bisa di komentarin sama orang orang pengguna apk ini..dan kita bisa berteman..dan bisa juga kita melihat orang menulis cerita apa tentang dirinya, dan kita juga bisa mengomentarinya, dengan begitu orang yg depresi dan punya masalah, bisa mencoba terbuka dengan orang orang yg memang bisa mengerti kita..sekian terimakasih",3
Hallo aku udah donlot melwngkapi data dan juga udah bayar tp blm ada feed back kapn mulai konsultasinya,3
Kok tampilannya memuat mulu? Dan terus muncul kesalahan 502,3
apps nya tidak bisa di buka. sebab applikasi nya apakah error?,3
udah bisa kok murah sh kalau kita harus ke pesikolog tapi harga kurang ramh dikantong pelajar,3
Aplikasi nya bagus. Tapi sayangnya kenapa konseling hanya boleh dilakukan untuk usia di atas 18 tahun?,3
"Bagus sih hanya saja konselor jadwalnya padat jadi jangan harap ketika butuh bisa lgsg dilayani ya, tetap pada antrean mu..",3
Masi baru mau saya download. Smoga aplikasi ini membantu. Soalnya saya lagi depresi dan sangat kesepian,3
"Lumayan buat rileks yaa, tapi kebanyakan bayar gtu☺️",3
Ini kenapa loadingnya lama bgt pas dibuka,3
"Mbak audrey tolong dong 80.000 menurut saya masih mahal, 50.000 aja harusnya :( tolong jangan memikirkan untuk orang yang sudah kerja saja tetapi anak sekolah juga :( sekarang ini juga banyak banget loh mbak kasus anak2 yang jadi korban broken home, pasti mereka butuh psikolog tapi duit darimana kalau se mahal itu 1 sesinya aja :(",3
bagus sih tapi berbayar.. saya masih pelajar mau dapet uang dari mana dong?:( klo minta ke ortu nanti dibilang kebanyakan ulah._.,3
"Tolong bs pilih psikolog nya lah. Ada masalah ttg dunia kerja, yg bales psikolog pendidikan. Kan g nyambung. harusnya kan yg psikolog industri organisasi / klinis lah",3
Apakah ini bisa konsultasi seputar passion untuk jurusan kuliah nanti??,3
Loading nya lama kadang suka eror,3
Apk nya bagus Tapi aku kasih bintang 3 karena sering ngelag,3
Sayang sekali sesinya tidak bisa untuk orang yang melakukan self harm dan berpikiran untuk bunuh diri :(,3
Bagus tapi kenapa harus berbayar? Aku ga mampu kak?!,3
kenapa saya ga bisa konfr pembayaran?padahal saya sudah transfer,3
Sudah bs login dan respon cukup baik dari riliv,3
Fitur2nya bagus cuma sering eror aplikasinya,3
Mungkin responsivenya bisa diperbaikin lagi.,3
Plis i need solution 😭 i cant pay it.. Aku lg butuh banget solusi kenapa sii mahal bgt :'(,3
"Cuma bisa buat diary, bukan curhat sama org",3
Ko ga bisa login ke aplikasiny,3
Kenapa nggk bisa pembayaran lewat Akulaku ya?,3
Kenapa saya waktu daftar gagal terus ya min,3
Gk kebuka selalu berhenti sendiri,3
Awal pakai riliv konseling gk berbayar tapi skrg berbayar gini???,3
knpa saat saya mau daftar akun error y?,3
bagus pak atau ibu pokoknya!😁😊😊,3
app nya kok ga bisa bayar,3
Loadingnya lama banget 😭😭😭,3
gk bisa daftar kenapa,3
"konsultasi berbayar, kirain gratis..",3
nanti ya mungkin klo saya udh ada uang lebih,3
Kenapa ya sering lemot,3
Mohon maaf saya mau nanya kalau mau langganan biayanya berapa ya,3
Gmn cara menghilangkan rimender nya di kalender?,3
Sangat membantu saya sangat suka,3
Cara curhat sama psikolog profesionalnya gimana dong?,3
"Baru mulai, semoga berhasil....yang butuh kode boleh dipakai oFBPmM",3
"Baru mau coba, jika berhasil aku kasih bintang 5",3
kenapa harus pakai nomor telepon?,3
Ternyata berbayar ya :(,3
Saya belum terlalu tau cara menggunakan nya,3
Kurang worth untuk psikolognya :(,3
Kenapa tidak bisa regis yaa?,3
Halo. Bagaimana cara melakukan pembayaran jika di luar indonesia?,3
OQHcKj jangan lupa kode refeal ini yakss masih memulai,3
Gimana cara curhatnya? Ga ngerti((.mhn bantuannya,3
Share antar sesama pengguna sudah ditiadakan ya...? Baiklah...,3
Loadingnya lama,3
permisi kak mau tanya apa ini berbayar atau tidak ya kak?,3
Baru coba belum tahu berhasil,3
Nanti setelah konseling selesai saya tambah bintang nya,3
"KENAPA GABISA PUTER LUCKY SPIN?!?!?! UDAH KEDUA KALI, PERTAMA YAUDAH IKHLASIN AJ MGKIN ERROR, KOK KE ULANGIN LGIIIIII, KOK GTU SIIIII, GABISA PENCET APA² PERNAH PENCET TOMBOL LUCKY SPIN NYA TERUS LOADING TERUS BALIK LAGI GA NGE SPIN JEHFDJFJDJDJFJFHSJFJ SEDIHHHH",3
Gag bisa login,3
etdahh ternyata bayar :),3
Coba untuk saat ini saya kasih bintang 3 dlu ya.,3
masih mau coba. Bismillah,3
aplikasinya bayar gk?,3
Gratis atau berbayar?,3
Bintang 3 dulu.. Baru coba,3
gw kira gratis,3
ini bayar ga ya?,3
Bintang 3 dulu deh,3
Baru mau nyoba,3
Ok,3
Mantul,3
Coba,3
bagus.,3
Bagus,3
"Oke,keren",3
cool,3
selamat malam,3
"Saya pikir ini solusi untuk masalah saya, ternyata ini adalah app berbayar, 
sementara untuk 1x free trial harus mendownload line terlebih dahulu, 
mungkin lebih baik pengguna yang low budget diberi kesempatan yang lebih 
baik.",3
"Tidak bisa masuk dengan facebook, tapi dengan google bisa",3
Oooh.. Versi terbaru ga bisa chat ke sesama pengguna ya?,3
"Good app...  Aplikasi yg saling memberi solusi dan saran antar anggota trhadap setiap permasalahan..  Namun... Sayangnya, ketika membuat suatu statment yg tujuannya buat ngajak diskusi bersama, atau pertanyaan yg sifatnya penting/berbobot utk dibahas malah nggak ada user yg jawab..  Ketika memberi respon terhadap pertanyaan user yg bertanya sangat jarang yg mau respon dg bertukar pikiran atau saling akrab..",3
"Gabisa ngasih support krna batas limit minggu ini;(, gmn bisa ningkatin level klo ngasih support aja nggabisaa:'(.",3
Setelah beberapa kali bongkar pasang aplikasi ini karena ga bisa log in akhirnya aku bisa log in yeaay. Tapi masih sedikit user yang curhat atau memang koneksi aku yang lemot  huhu,3
"Aku pikir lgsg expertx yg balas kayak alo dokter. Tp ternyata berbayar ya.. 
blm tau bagus atau tidak krna blm ada respon dr ""real person"" haha... Jd 
jatohnya kayak curhat di sosmed ya... bedanya identitas bisa disamarkan... 
sedikit kecewa sih pas baca kata ""berbayar"" hehe... tp teringat ada harga 
ada kualitas kan yaa :D",3
"Aku Kasih bntang 3 ajah dlu mau nyoba,  siapa tau bisa bantu",3
"Gak bisa recovery password, gak masuk ke email terus.",3
Lumayan aku ada tempat curhat,3
Maintenance In Progress... Bad Day,3
"Ngebung Mulu nih , ngk bisa buka chat nih",3
Ini cara daftarnya gimna?? Tolong respon,3
Good,3
"Menurut aku ini user nya masih dikit banget.. Seriously.. Aku niat banget bantuin curhat an orang satu"".. Tapi setelah 30 menit curhatannya abis..n satu lagi yg serem nih.. ak curhat, ada yg bales mskipun singkat aku oke aja.. Yg jawab namanya sari.. N riliv kasih pesen kayak gini : ""Hmm, sepertinya sari terlalu sibuk untuk merespon permasalahanmu berikan bintang yang rendah kepada sari dan lakukan block bila perlu."" . What the.. ?!?!",3
Bagus,3
Knp pas di update jadi ngk bisa longin terus artikel nya ngk bisa di buka?,3
Lumayan.. saling ngasih solusi.,3
Good,3
Lumayan,3
Cukup menarik,3
Good,3
Aku pengguna udah lama tapi ini tiba tiba riliv nggak bisa jalan muncul tulisan intinya nggak ada jaringan padahal ada dan sosial media lain berjalan seperti biasa,3
Saya kesulitan log in .keterangan bermasalah pada jaringan internet .tapi hp saya ubtum amplikasi yang lain lancar cuma amplikasi riliv aja gak bia,3
Kenapa setiap saya bertanya selalu ada pesan dari riliv nya kalo yg mensupport sedang sibuk jadi gereget pdahal pertanya'an saya sudah ada yg men support tapi ya kaya gitu kata nya yg mensupport sedang sibuk,3
Kasih 3 dulu ajaa dechh baru awal coba blom tau kedepann ya gmn..,3
Kenapa yah saya nggak bisa buat akun untuk apo ini?? Bingung nggak bisa kebuka karna nggak bisa buat akun mohon caranya yah dear???,3
Saya sangat lega karna sudah berkonsultasi dan mendapatkan masukan dari banyak psikolog,3
Kok aplikasi nya gak bisa dibuka,3
Nyobain dulu kalo bagus nambah lagi,3
Dicoba dulu baru saya tambah,3
Mau tnya cara daftar gmna ? Kebetulan sy lulusan psikolog,3
Lama sekali bls nya,3
"Gmna cara pake nya,?",3
Baru mau coba..,3
Kenapa kok pas saya nge rate gabisa ya??? :(,3
bagus bnget😊,3
Biasa aja,3
Coba dulu,3
Lama di responnya,3
Tidak buruk,3
keuntungan mengenai penjawab kurang diberi penjelasan,3
"Curhatan gratis itu ternyata ditangapin sama pengguna lain,jadi seharusnya aplikasi ini di beri nama curhat saja deh bukan nya dapet solusi dari orang berpengalaman justru malah ga dapet solusi.Tapi malah empati sama orang-oranglain yg curhat. Dan apa kegunaan dari level itu?",3
"Tolong diperbaiki waktu pengiriman dan masuknya chat. Pengen bantu orang lain, tapi terhambat karena masalah pengiriman pesan. Padahal jaringan sudah bagus. Ntar orang yang mau dibantu malah berpikir kalau dia ditinggalkan. Trus, ada notif pesan masuk, tpi pas buka app nya, malah sama sekali gak ada pesan yang baru. Tolong masalah ini cepat diperbaiki. Semoga riliv menjadi aplikasi yang lebih terkontrol lagi.",3
"aku jadi dibilang ga ngerespon, padahal balesan dari doi aja yg baru masuk pagi, padahal dia ngirimnya jam 7 malem.. padahal koneksi stabil.. hedeeh mohon perbaikannya sedikit gan.. @redmi 3",3
"Saya sudah transfer 79.900 buat beli ruby tanggal 20 desember 2016 dan udah kirim bukti transaksi di aplikasinya, kenapa sampai sekarang ga ada respon? Rubynya juga tidak bertambah?",3
"Bagus aplikasi nya, kalau bisa jika curhat dengan psikolog nya langsung geratis yaa 😊..",3
Lumayan bisa ktmu orang senasib kadang,3
"Alhamdulillah sudah drespon,makasi riliv😊",3
Lumayan,3
Tapi sayangnya kalau mau curhat sama yg pinter harus pake 75ruby-_-,3
Apa maksudnya dengan riliv for work kenapa dikenakan voucher segala?,3
"Kenapa aplikasinya tidak bisa konek ke internet? Padahal semalam baikbaik saja. Saat saya buka pavi ini saya selalu mendapatkan tulisan "" no internet found, please check your internet connection"" padahal koneksi internet saya bagus sekali. Tolong dong diperbaiki. Terimakasih",3
Aneh udh log in trs log out trs mau log-in lg malah gabisa,3
Klo bagus gw lanjut.,3
Sedikit membantu tapi tolong perbaiki,3
Aaku kurangi bintangnya karena eror mulu,3
Masi sepi,3
Kodenya apa,3
Saya tidak bisa mengirim tulis curhatan. Bagaimana caranya bisa kirim tulis curhatan tanpa ruby?,3
"Responx lama, jawabanx krg memberi solusi, smoga ke dpnx bisa lebih baik",3
Banyak banyak sabar buat donlowad,3
"Terimakasih sudah menjawab, walaupun sebenarnya masih sangat kurang puas atas jawabannya. Ya masih mending lah daripada di READ doang.",3
"Min, titlenya mesti 50 karakter ya ditulis, title itu mksdnya apa ya.. judul kok mesti panjang banget hehe",3
Setelah saya register lalu saya login tapi tidak bisa.akun tidak aktif,3
Masih mencoba ntr klu bgus kasih bintang 5 :-D,3
Kok Respon nya lama ya? Nggak dibalas balas juga. 😢,3
"Cara masuk nya gmna, masukin email nya ggal trus",3
Apa emang respon nya lama ya? Tolong donk kasih fast respon,3
riliv membantu meringankan beban sy,3
"Dicoba dulu, blm ada respon :)",3
Kok lama yah bales curhatan aku nya,3
"buat buka BBM bisa,twiter bisa,google dan play store pun bisa.. tapi buat buka aplikasi ini kok eror sih ?? yang salah HP aku apa gimana",3
Belum dibales sih sama psikolognya. Apa karena belum 24jam ya? Okelah no prob. Bintang 3 dulu hohoo,3
"Appnya bagus cuma suka keluar sendiri.  Btw mau tanya, cara buka riliv story gimana ya? Atau emang nggak bisa dibuka?",3
"Knp yah susah tuk koneksi ny pdhl sinyal bagus,trs klo bls lama tolong  di perbaiki lgi Min",3
Tapi sekarang suka langsung keluar sendiri.padahal udah ngelapor gimana nih.. Percuma kalo aplikasinya gak bisa kebuka,3
Tidak bisa sign in setelah download app nya. Apakah harus menggunakan google play service seri terbaru? sedangkan di hp saya google play service tidak bisa di upgrade.,3
"Hellow  ,,  saya  dowlod  apliksinya  koh  lama  tdk  jdi  ,  pke  hp  samsung  tab 2  .. bgmn  ...",3
"Kasih bintang 3 dulu yaa😁, nanti kalau bagus baru di kasih 5 bintang  Nanti coba dulu👌",3
"Mari kita coba aplikasi ini, kalo bagus lanjut.. Bintang nambah",3
Lagi butuh bgt orang buat denger curhatan aku semoga bisa membantu,3
aku coba dlu ...klau bgs q ksh bintng 5,3
"Coba dulu , kalo nanti kurang cocok ku hapus aja",3
sering eror skrang harus download ulang terus jadinya,3
Kalau bagus sy ksih 5*,3
baru mau coba pertama kali,3
Rachel vennya bring me here,3
Semoga bermamfaat .amin,3
Nyoba 3 dulu nanti tak tambahi klo bgus,3
Coba curhat dlu kalau berhasil tambah lgi,3
Masak riliv terhenti terus gak bisa dibuka,3
3 dulu ya baru coba,3
kok download lama banget,3
Bismillah coba dulu ...,3
Mencoba dulu!,3
Lihat dlu yaa,3
Sabar menunggu Download,3
3 bintang dulu,3
